Style Number,Shape,Carat Weight,Color,Clarity,Graded By,Cut Grade,Fluorescence,Culet,Depth,Table,Girdle,Polish,Symmetry,Measurements,Price
640197_NVD,Pear,0.51,F,SI2,GIA,Fair,None,,66.00,55.00,MED - VTK to MED - VTK,Excellent,Very Good,7.17x4.26x2.81 mm,1552
428298_NVD,Pear,0.19,D,VS2,GIA,Ideal,Faint,NON,61.90,57.00,Medium to Thick,Very Good,Very Good,4.86x3.33x2.06 mm,737
V9749_46761,Pear,0.49,D,SI2,GIA,Excellent,None,,65.20,59.00,Slightly Thick to Very Thick,Good,Good,6.76 x 4.34 x 2.83 mm,1848
J88_1159,Pear,0.51,J,I1,IGI,Good,Very Strong,None,60.90,60.50,,Very Good,Very Good,7.03 x 4.48 x 2.73 mm,777
52117817477_NVD,Pear,0.50,G,SI1,GIA,Good,None,NON,57.60,62.00,Medium to Medium,Excellent,Very Good,7.55x4.41x2.54 mm,1365
80943_14825,Pear,0.52,D,VVS1,GIA,Good,Strong,None,64.20,56.00,Thick to Very Thick,Very Good,Very Good,6.66 x 4.48 x 2.88 mm,1753
K427-273582_NVD,Pear,0.40,F,VVS1,GIA,Fair,Faint,NON,57.10,62.00,THN-VTK to THN-VTK,Very Good,Very Good,6.64x4.12x2.35 mm,1615
U69-253A_NVD,Pear,0.50,J,VVS2,GIA,Very Good,None,,63.50,58.00,THK - VTK to THK - VTK,Excellent,Very Good,6.48x4.41x2.8 mm,1664
C06294_1159,Pear,0.32,G,VVS2,IGI,Fair,None,None,66.10,58.50,,Good,Good,5.29 x 3.89 x 2.57 mm,828
A2743_24321,Pear,0.50,I,IF,GIA,Excellent,None,,58.40,59.00,Slightly Thick to Very Thick,Very Good,Excellent,6.97 x 4.49 x 2.62 mm,1912
198_42633,Pear,0.53,G,VS1,EGL,Good,,,,,,Very Good,Very Good,7.46 x 4.91 x 2.40 mm,2050
10675_73602,Pear,0.61,K,VS2,GIA,Excellent,None,,67.20,61.00,Medium to Extr. Thick,Good,Good,6.73 x 4.65 x 3.13 mm,1631
37491_21413,Pear,0.64,D,SI3,EGL,Excellent,Medium,,63.50,63.00,Thin to Slightly Thick,Good,Good,6.85 x 5.01 x 3.18 mm,2052
RG162880_NVD,Pear,0.41,D,VVS1,GIA,Fair,Strong,,64.90,53.00,STK - VTK to STK - VTK,Very Good,Very Good,6.02x4.15x2.69 mm,1590
17965_53966,Pear,0.50,F,SI2,GIA,Excellent,None,,60.40,56.00,Thin to Very Thick,Very Good,Good,6.85 x 4.45 x 2.69 mm,1204
17412_53966,Pear,0.44,G,VVS1,GIA,Excellent,None,,53.40,59.00,Slightly Thick to Thick,Excellent,Excellent,6.83 x 4.41 x 2.36 mm,1506
27405_29708,Pear,0.46,D,SI1,GIA,Excellent,None,None Pointed,59.00,60.00,Medium to Very Thick,Excellent,Very Good,7.00 x 4.30 x 2.54 mm,1537
GIA 7516_12794,Pear,0.70,K,VS2,GIA,Excellent,Strong,,61.60,61.00,Very Thin to Very Thick,Excellent,Very Good,7.40 x 5.05 x 3.11 mm,1931
00171_80451,Pear,0.32,G,VS1,GIA,Excellent,None,,50.50,61.00,Medium to Thick,Very Good,Fair,6.36 x 4.06 x 2.05 mm,1124
SD-24036_5734,Pear,0.41,E,VS2,GIA,Good,None,None,58.30,55.00,,Very Good,Good,6.49 x 4.26 x 2.48 mm,1588
26031_29708,Pear,0.30,F,SI1,GIA,Excellent,None,None Pointed,62.90,60.00,Slightly Thick to Thick,Excellent,Very Good,5.63 x 3.70 x 2.33 mm,780
26039_29708,Pear,0.31,F,VVS2,GIA,Excellent,Medium,Very Small Pointed,59.70,60.00,Medium to Thick,Very Good,Very Good,5.90 x 3.89 x 2.32 mm,875
PE100_19133,Pear,0.30,I,SI1,GIA,Excellent,Faint,,58.80,61.00,,Good,Very Good,5.70 x 3.85 x 2.26 mm,732
I81-155A_NVD,Pear,0.44,G,VVS1,GIA,Very Good,None,,61.40,59.00,STK - THK to STK - THK,Excellent,Very Good,6.72x4.26x2.62 mm,1949
M105B_60068,Pear,0.49,K,SI1,GIA,Excellent,Medium,,65.40,58.00,Medium to Medium,Good,Fair,7.29 x 4.04 x 2.64 mm,950
I61-97A_NVD,Pear,0.43,I,VVS1,GIA,Very Good,None,,61.00,59.00,MED - VTK to MED - VTK,Excellent,Very Good,6.36x4.31x2.63 mm,1524
RG150178_NVD,Pear,0.35,E,VS1,GIA,Good,None,,59.50,61.00,THK - ETK to THK - ETK,Very Good,Very Good,6.41x3.81x2.27 mm,1232
201672_55110,Pear,0.33,F,VS2,GIA,Excellent,Strong,,60.80,64.00,Slightly Thick to Very Thick,Excellent,Good,6.20 x 3.80 x 2.31 mm,1138
SRA-22_4488,Pear,0.26,D,VS2,GIA,Good,None,None,60.10,61.00,Thin to Very Thick,Very Good,Good,5.71 x 3.59 x 2.15 mm,865
bz60_28933,Pear,0.51,D,SI2,GIA,Excellent,None,,64.90,60.00,Thick to Very Thick,Good,Very Good,6.96 x 4.17 x 2.71 mm,1193
I48-94A_NVD,Pear,0.53,J,VVS1,GIA,Very Good,None,,59.60,55.00,STK - VTK to STK - VTK,Excellent,Very Good,6.77x4.63x2.76 mm,1705
E41582-01_42875,Pear,0.51,G,SI1,GIA,Excellent,None,,58.80,57.00,Medium to Extr. Thick,Very Good,Good,7.96 x 4.22 x 2.48 mm,2041
CC2573_96594,Pear,0.52,D,SI1,GIA,Excellent,None,,72.50,54.00,Very Thick to Extr. Thick,Very Good,Good,6.33 x 4.29 x 3.11 mm,1883
824952_NVD,Pear,0.30,F,SI1,GIA,Very Good,None,,61.20,60.00,STK - VTK to STK - VTK,Very Good,Very Good,5.76x3.77x2.31 mm,1112
A133-77_NVD,Pear,0.40,F,VS1,GIA,Fair,Faint,NON,65.70,57.00,STK-VTK to STK-VTK,Excellent,Very Good,6.53x3.94x2.59 mm,1557
10518_73602,Pear,0.48,D,SI1,GIA,Excellent,None,,61.50,65.00,Medium to Thick,Very Good,Good,6.09 x 4.57 x 2.81 mm,1668
P5048_53333,Pear,0.51,D,SI2,GIA,Excellent,Medium,,65.10,56.00,Thick to Extr. Thick,Good,Good,6.37 x 4.47 x 2.91 mm,2001
BN248-75_13198,Pear,0.50,I,SI1,GIA,Excellent,Faint,,59.10,58.00,Thick to Very Thick,Very Good,Very Good,6.71 x 4.39 x 2.59 mm,1404
SBSK11_8171,Pear,0.51,J,SI1,IGI,Very Good,VSL,,58.70,57.00,,Excellent,Very Good,6.99 x 4.62 x 2.71 mm,1125
R6770_1159,Heart,0.50,G,SI1,GIA,Excellent,None,None,60.20,54.00,,Very Good,Very Good,4.57 x 5.37 x 3.23 mm,1451
AND38803_NVD,Heart,0.40,I,VVS2,GIA,Excellent,None,,62.40,57.00,null to null,Excellent,Very Good,4.18x5.01x3.13 mm,1322
367190_75503,Heart,0.60,G,SI1,GIA,Excellent,Faint,,49.80,64.00,Very Thin to Very Thick,Good,Good,5.18 x 6.55 x 3.27 mm,1685
R3507_1159,Heart,0.50,H,SI2,GIA,Fair,None,None,65.50,60.00,,Very Good,Very Good,4.51 x 5.36 x 3.51 mm,1188
I84-19A_NVD,Heart,0.70,I,IF,GIA,Good,None,,61.40,61.00,MED - VTK to MED - VTK,Excellent,Excellent,5.14x6.11x3.75 mm,3729
14574_30003,Heart,0.70,E,SI2,EGL,Excellent,None,,45.90,65.00,Thick to Thick,Very Good,Very Good,5.81 x 6.45 x 2.96 mm,3221
C880_42633,Heart,0.58,G,SI1,GIA,Excellent,Medium,,,64.00,Thick to Extr. Thick,Good,Good,5.71 x 5.99 x 2.48 mm,2239
RK-2346_9663,Heart,0.54,D,VVS2,GIA,Good,None,None,58.20,54.00,Thin to Thick,Excellent,Good,4.85 x 5.82 x 3.39 mm,2245
417E-15-A_NVD,Heart,0.81,E,SI1,GIA,Very Good,None,NON,58.90,60.00,MED - VTK to MED - VTK,Excellent,Very Good,5.57x6.33x3.73 mm,3393
BL30-3A_13198,Heart,0.50,E,VVS1,GIA,Excellent,None,,54.00,55.00,Medium to Thick,Excellent,Very Good,5.14 x 5.49 x 2.97 mm,2553
BN371-30_13198,Heart,0.92,G,SI2,GIA,Excellent,None,,58.30,56.00,Slightly Thick to Very Thick,Excellent,Very Good,6.11 x 6.64 x 3.87 mm,4529
R7119_NVD,Heart,0.51,G,VS2,GIA,Good,Faint,,60.20,61.00,,Excellent,Excellent,4.58x5.58x3.36 mm,1804
R1309_NVD,Heart,0.80,F,SI1,GIA,Very Good,Faint,,60.70,59.00,null to null,Very Good,Very Good,5.09x6.39x3.88 mm,4223
224-305_80926,Heart,1.01,I,SI2,GIA,Excellent,None,,60.50,62.00,Thin to Extr. Thick,Excellent,Very Good,5.82 x 6.76 x 4.09 mm,4365
APZ-51_2760,Heart,0.72,D,VS1,GIA,Fair,None,None,56.60,61.00,,Excellent,Very Good,5.52 x 6.27 x 3.55 mm,3369
26239_29708,Heart,0.59,J,VS1,GIA,Excellent,None,None Pointed,53.50,64.00,,Excellent,Excellent,5.11 x 5.79 x 3.10 mm,1674
MG-43_15326,Heart,0.41,J,IF,GIA,Ideal,None,None,61.90,55.00,Medium to Extremely Thick,Excellent,Very Good,4.29 x 5.06 x 3.13 mm,1096
N-HRT-5454_40323,Heart,0.51,G,VS1,EGL,Excellent,None,None Pointed,56.90,57.00,Medium to Thick,Excellent,Excellent,,2000
AQN-30_2760,Heart,0.70,E,VVS2,GIA,Ideal,None,None,61.60,57.00,,Excellent,Very Good,5.1 x 6.05 x 3.73 mm,3379
X833-3_13198,Heart,0.80,F,SI2,GIA,Excellent,None,,51.40,60.00,Thick to Extr. Thick,Good,Good,6.21 x 6.46 x 3.32 mm,3413
HS1005_31175,Heart,0.70,G,SI1,EGL,Excellent,None,,54.30,67.00,Medium to Extr. Thick,Very Good,Good,5.99 x 6.08 x 3.30 mm,3437
A2716_24321,Heart,0.62,F,I1,GIA,Excellent,Faint,,60.30,57.00,Thin to Very Thick,Excellent,Very Good,5.43 x 5.73 x 3.46 mm,1306
2353458_486,Heart,0.50,G,VS1,GIA,Very Good,Faint,,60.00,59.00,Medium to Very Thick,Excellent,Excellent,4.69 x 5.46 x 3.28 mm,2405
HS1002_31175,Heart,0.74,E,SI2,EGL,Excellent,None,,57.70,59.00,Thin to Extr. Thick,Very Good,Very Good,5.63 x 6.26 x 3.61 mm,3405
26253_29708,Heart,0.50,D,SI1,GIA,Excellent,None,Very Small Pointed,54.80,58.00,Medium to Very Thick,Excellent,Very Good,5.07 x 5.35 x 2.93 mm,1727
HS-17188_30838,Heart,0.90,I,SI2,GIA,Excellent,None,,58.60,60.00,Medium to Extr. Thick,Excellent,Excellent,5.58 x 6.71 x 3.93 mm,3456
BK-22_13198,Heart,0.80,F,SI1,GIA,Excellent,None,,55.40,68.00,Thin to Slightly Thick,Excellent,Very Good,5.73 x 6.65 x 3.69 mm,4202
AND37944_NVD,Heart,0.70,H,VS2,GIA,Very Good,None,,62.60,60.00,null to null,Excellent,Very Good,5.09x6.03x3.77 mm,3688
50051721_23402,Heart,1.01,K,SI2,GIA,Excellent,Faint,,56.50,56.00,Medium to Thick,Very Good,Excellent,6.31 x 7.16 x 4.04 mm,3662
A2897_24321,Heart,0.50,J,VS2,GIA,Excellent,Medium,,54.90,59.00,Thick to Extr. Thick,Excellent,Very Good,5.05 x 5.34 x 2.93 mm,1203
A153-69_NVD,Heart,0.45,E,VS1,GIA,Very Good,None,NON,60.00,59.00,MED-VTK to MED-VTK,Very Good,Very Good,4.59x5.3x3.18 mm,1628
AJD-0679_61524,Heart,0.73,J,SI2,GIA,Excellent,None,,52.30,51.00,Very Thin to Extr. Thick,Excellent,Very Good,5.96 x 6.24 x 3.26 mm,2361
AND41127_NVD,Heart,0.43,J,VS1,GIA,Good,Medium,,58.10,63.00,,Excellent,Very Good,4.47x5.26x3.06 mm,1229
B887_42633,Heart,0.38,F,SI1,EGL,Very Good,,,,,,Very Good,Very Good,4.57 x 4.90 x 2.62 mm,1340
2353460_486,Heart,0.50,G,VS2,GIA,Fair,None,,57.40,62.00,Thin to Thick,Excellent,Very Good,4.74 x 5.64 x 3.24 mm,2427
2350738_486,Heart,0.50,G,VS2,GIA,Very Good,None,,59.00,59.00,Thin to Thick,Excellent,Very Good,4.69 x 5.53 x 3.26 mm,2427
GT 112-A_56539,Heart,0.35,J,SI1,GIA,Excellent,Medium,Small Pointed,49.80,62.00,Thick to Extr. Thick,Good,Good,4.55 x 5.03 x 2.51 mm,793
AOS-141_2760,Heart,0.70,F,VS2,GIA,Very Good,None,None,63.20,54.00,,Very Good,Good,4.95 x 6.05 x 3.82 mm,2618
0118_87575,Heart,0.57,E,SI2,GIA,Excellent,None,,37.20,61.00,,Good,Fair,5.59 x 6.64 x 2.47 mm,2096
8318_84320,Heart,0.52,E,VVS1,GIA,Excellent,Faint,,59.20,61.00,Very Thin to Slightly Thick,Very Good,Very Good,4.96 x 5.71 x 3.38 mm,2785
BN369-5_13198,Heart,0.88,F,SI1,GIA,Excellent,None,,59.20,55.00,Thin to Very Thick,Excellent,Excellent,5.64 x 6.73 x 3.99 mm,4237
D222125_27853,Heart,1.00,G,SI2,EGL,Excellent,None,,57.10,60.00,Thin to Extr. Thick,Excellent,Excellent,6.00 x 7.00 x 4.00 mm,4037
BM13-7_13198,Heart,0.54,D,VVS1,GIA,Excellent,Faint,,57.50,59.00,Medium to Thick,Good,Very Good,4.84 x 5.60 x 3.22 mm,2795
R3779_1159,Heart,1.00,F,SI2,GIA,Good,Very Strong,None,58.40,63.00,,Very Good,Very Good,6.01 x 6.76 x 3.95 mm,4403
BG943-11_13198,Heart,0.91,H,SI2,GIA,Excellent,None,,41.00,54.00,Thick to Extr. Thick,Very Good,Very Good,6.67 x 7.17 x 2.94 mm,4182
A143-7_NVD,Heart,0.50,D,SI1,GIA,Very Good,None,NON,58.70,58.00,THK-ETK to THK-ETK,Excellent,Very Good,4.83x5.47x3.21 mm,2099
A178-94_NVD,Heart,0.54,E,VS2,GIA,Good,None,NON,58.80,61.00,THN-VTK to THN-VTK,Excellent,Very Good,4.93x5.6x3.29 mm,2435
099-994_80926,Heart,0.70,G,SI2,GIA,Excellent,None,,63.10,56.00,Medium to Very Thick,Very Good,Excellent,4.93 x 6.00 x 3.78 mm,2028
R2041_1159,Heart,1.00,G,SI2,GIA,Good,Strong,None,58.00,63.00,,Excellent,Very Good,5.99 x 6.88 x 3.99 mm,3918
2297779_486,Heart,0.47,G,VVS2,GIA,Good,None,,59.10,61.00,Thin to Thick,Excellent,Very Good,4.63 x 5.38 x 3.18 mm,1806
ID-1442_45495,Heart,0.53,J,SI2,GIA,Excellent,None,,61.30,56.00,Thin to Very Thick,Very Good,Good,5.37 x 5.26 x 3.23 mm,1283
149-419_80926,Heart,0.70,F,SI1,GIA,Excellent,Faint,,60.70,62.00,Thin to Thick,Excellent,Very Good,5.22 x 6.08 x 3.69 mm,2553
R6799_1159,Heart,0.53,G,VVS1,GIA,Good,Faint,None,59.00,63.00,,Excellent,Very Good,4.74 x 5.59 x 3.3 mm,1736
R2394_1159,Heart,1.01,I,SI2,GIA,Very Good,Faint,None,59.20,58.00,,Very Good,Very Good,6.03 x 6.79 x 4.02 mm,4092
AND37249_NVD,Heart,0.40,G,VVS1,GIA,Good,None,,61.60,63.00,null to null,Very Good,Very Good,4.07x5.05x3.11 mm,1474
J13708_NVD,Heart,0.30,E,VS2,IGI,Good,None,POINTED,57.80,57.50,Slightly Thick to Very Thick,Excellent,Very Good,3.87x4.67x2.7 mm,1018
C951_42633,Heart,0.38,F,SI1,GIA,Excellent,Faint,,59.40,58.00,Very Thin to Very Thick,Very Good,Fair,4.79 x 4.92 x 2.92 mm,1524
J426-231149_NVD,Heart,0.72,D,VS1,GIA,Good,None,NON,58.40,62.00,STK-THK to STK-THK,Excellent,Very Good,5.64x6.09x3.55 mm,4073
BN134-6_13198,Heart,0.80,G,SI1,GIA,Excellent,Faint,,57.20,56.00,Thin to Thick,Very Good,Excellent,5.85 x 6.42 x 3.67 mm,3680
188-015_80926,Heart,0.70,G,SI2,GIA,Excellent,None,,59.70,62.00,Medium to Very Thick,Excellent,Very Good,5.20 x 6.03 x 3.60 mm,2028
JQ-23_2760,Heart,0.71,E,SI1,GIA,Very Good,None,None,59.30,59.00,,Excellent,Excellent,5.57 x 6.16 x 3.65 mm,2330
2379324_486,Heart,0.33,F,VVS1,GIA,Good,None,,57.90,60.00,Thin to Very Thick,Excellent,Very Good,4.08 x 4.84 x 2.8 mm,1497
R6595_1159,Heart,0.90,J,I1,GIA,Fair,Medium,None,64.70,52.00,,Good,Good,5.79 x 6.31 x 4.08 mm,2606
345D-36-A_NVD,Heart,0.70,E,SI2,GIA,Very Good,None,NON,62.40,59.00,THK - ETK to THK - ETK,Excellent,Very Good,4.9x5.96x3.72 mm,2293
9 426_36142,Heart,0.76,I,SI2,GIA,Excellent,None,,58.00,60.00,Thin to Thick,Very Good,Good,5.58 x 6.22 x 3.61 mm,2050
V2660_46761,Heart,0.71,F,SI2,GIA,Excellent,None,,51.70,62.00,Thin to Extr. Thick,Good,Good,4.98 x 6.33 x 3.27 mm,3713
697B-110-A_NVD,Heart,0.70,J,SI2,GIA,Very Good,Faint,NON,59.00,59.00,THK - VTK to THK - VTK,Excellent,Very Good,5.27x6.09x3.59 mm,1792
VAN5102_78427,Heart,0.55,F,VS1,GIA,Excellent,None,,60.70,61.00,Medium to Thick,Excellent,Very Good,4.84 x 5.69 x 3.45 mm,3292
GH-30_2760,Heart,0.70,D,VS1,GIA,Very Good,None,None,60.20,59.00,,Very Good,Very Good,5.02 x 6.03 x 3.63 mm,3018
64242_25539,Heart,0.74,E,VS1,EGL,Excellent,None,,60.00,57.00,Medium to Medium,Excellent,Excellent,5.09 x 6.06 x 3.69 mm,4105
HL-91_2760,Heart,0.41,E,IF,GIA,Good,Strong,None,60.70,62.00,,Excellent,Very Good,4.4 x 5.09 x 3.09 mm,1473
KGM1712_116297,Heart,0.82,I,SI1,GIA,Excellent,Faint,,59.50,59.00,Thin to Thick,Excellent,Excellent,5.68 x 6.43 x 3.83 mm,2972
05C1102_96548,Heart,0.59,G,SI1,GIA,Excellent,None,,59.00,51.00,Medium to Extr. Thick,Good,Good,5.78 x 5.36 x 3.16 mm,2306
BL38-8_13198,Heart,0.50,D,SI1,GIA,Excellent,Faint,,54.60,59.00,Medium to Very Thick,Excellent,Very Good,4.98 x 5.61 x 3.06 mm,1950
BN129-13_13198,Heart,0.51,D,VVS2,GIA,Excellent,Faint,,58.60,56.00,Slightly Thick to Very Thick,Excellent,Excellent,4.95 x 5.44 x 3.19 mm,2493
R6518_1159,Heart,1.00,I,I1,GIA,Very Good,Faint,None,63.50,58.00,,Excellent,Very Good,5.6 x 6.73 x 4.27 mm,3488
BM13-23_13198,Heart,0.55,D,VS1,GIA,Excellent,None,,54.00,57.00,Slightly Thick to Very Thick,Very Good,Very Good,4.96 x 5.87 x 3.17 mm,2643
HP-18_2760,Heart,0.71,D,VVS1,GIA,Very Good,None,None,59.90,59.00,,Excellent,Very Good,5.17 x 6.1 x 3.65 mm,4010
A2974_24321,Heart,1.00,I,SI2,GIA,Excellent,Medium,,63.40,59.00,Medium to Extr. Thick,Excellent,Excellent,5.74 x 6.83 x 4.33 mm,4076
20211371_4034,Heart,0.50,E,I1,GIA,Ideal,None,None,61.20,55.00,Medium to Very Thick,Very Good,Very Good,4.54 x 5.54 x 3.39 mm,2360
NA-40_15326,Heart,0.50,J,VVS2,GIA,Very Good,Faint,None,60.50,58.00,Medium to Very Thick,Very Good,Very Good,4.98 x 5.38 x 3.25 mm,1337
DD422A28_27853,Heart,0.85,H,VS1,EGL,Excellent,None,,60.20,61.00,Thick to Extr. Thick,Excellent,Excellent,5.41 x 6.49 x 3.91 mm,2319
559-2403_NVD,Heart,0.60,G,SI1,GIA,Good,Faint,NON,57.70,56.00,THN-THK to THN-THK,Excellent,Excellent,5.28x5.96x3.44 mm,1480
26245_29708,Heart,0.51,I,VS1,GIA,Excellent,None,None Pointed,55.20,59.00,Medium to Very Thick,Excellent,Very Good,4.99 x 5.52 x 3.05 mm,1672
92044_NVD,Heart,0.70,E,SI1,GIA,Good,None,NON,57.70,54.00,FACETED to FACETED,Very Good,Very Good,5.18x6.3x3.64 mm,2878
BL47-19_13198,Heart,0.50,D,VS2,GIA,Excellent,None,,53.10,61.00,Slightly Thick to Thick,Very Good,Excellent,5.23 x 5.57 x 2.96 mm,2252
48424_37711,Heart,0.50,J,SI1,GIA,Excellent,Faint,,55.20,55.00,Medium to Very Thick,Excellent,Very Good,5.24 x 5.47 x 3.02 mm,1212
2367081_486,Heart,0.32,E,VVS2,GIA,Very Good,None,,59.30,57.00,Slightly Thick to Thick,Excellent,Very Good,4.12 x 4.79 x 2.84 mm,1452
R015165248_69710,Heart,0.49,D,VVS2,GIA,Excellent,None,,58.40,61.00,Medium to Thick,Very Good,Very Good,4.81 x 5.49 x 3.21 mm,2193
GIA 8518_12794,Heart,0.77,H,SI2,GIA,Excellent,None,,56.10,60.00,Thin to Thick,Excellent,Very Good,5.78 x 6.29 x 3.53 mm,2681
R3253_NVD,Heart,0.40,G,SI2,GIA,Good,Faint,,57.80,59.00,null to null,Excellent,Very Good,4.6x5.06x2.93 mm,1080
ID-1531_45495,Heart,0.83,I,SI1,GIA,Excellent,None,,50.60,58.00,Thin to Extr. Thick,Very Good,Good,6.05 x 6.75 x 3.42 mm,3308
HE210502466_NVD,Heart,0.80,E,SI1,GIA,Excellent,Faint,NON,62.70,54.00,null to null,Excellent,Very Good,5.63x6.19x3.88 mm,3834
H381-49A_NVD,Heart,1.03,H,SI1,GIA,Very Good,None,NON,60.60,60.00,THK - ETK to THK - ETK,Excellent,Very Good,6.92x5.84x4.19 mm,4111
F2356_NVD,Heart,0.50,D,IF,GIA,Very Good,None,,61.10,58.00,,Excellent,Excellent,4.67x5.51x3.36 mm,3929
4 9_36142,Heart,0.56,E,VS2,GIA,Excellent,None,,60.10,60.00,Thin to Very Thick,Very Good,Very Good,5.01 x 5.68 x 3.41 mm,2691
AQK-7_2760,Heart,0.70,H,IF,GIA,Very Good,None,None,59.60,60.00,,Excellent,Very Good,5.29 x 6.21 x 3.7 mm,3834
V3374_1159,Heart,0.50,G,SI1,GIA,Excellent,Strong,None,62.40,55.00,,Very Good,Very Good,4.33 x 5.38 x 3.36 mm,1170
HO-79_2760,Heart,0.41,E,VVS1,GIA,Very Good,Strong,None,60.10,59.00,,Excellent,Very Good,4.3 x 5.13 x 3.08 mm,1279
012152_113702,Heart,0.51,I,VVS1,GIA,Excellent,None,,64.50,57.00,Slightly Thick to Thick,Excellent,Very Good,4.54 x 5.48 x 3.53 mm,1808
